JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2445168.1965,4.734,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2049,4.755,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2049,4.755,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2063,4.756,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2063,4.756,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2076,4.754,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2076,4.754,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2097,4.755,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2097,4.755,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2111,4.752,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2111,4.752,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2125,4.751,0.01,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2445168.2125,4.751,0.014,,V,MYV,,EPS SCT,,CNAME FROM GCPD,REF.: T T MOON PULSATING STARS WITH ULTRA SHORT PERIODS (PHD THESIS MONASH UNIVERSITY 1984) | MAGNITUDE OF VARIABLE WAS CALCULATED RELATIVE TO THIS VALUE OF CNAME WITH A CORRECTION APPLIED FOR COLOR INDEX DIFFERENCE BETWEEN VARIABLE AND COMPARISON STARS.,1,,Z,4.882,,,DEL SCT,AAVSO,STD,,,,
2449017.643,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449018.646,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449022.636,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449033.593,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449035.615,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449036.588,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449041.633,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449042.584,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449045.595,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449046.586,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449048.565,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449056.596,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449059.604,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449062.61,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449066.561,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449069.614,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449070.625,5.0,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449072.605,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449073.503,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449073.552,4.7,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449080.513,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449081.601,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449086.612,5.1,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449087.606,5.2,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449088.545,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449089.562,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449090.595,4.9,,,Vis.,GBZ,C,,,,,,,V,,,,DEL SCT,,STD,,,,
2449090.602,4.6,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449091.588,4.7,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449091.597,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449092.547,4.6,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449092.593,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449093.592,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449094.489,4.8,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449100.566,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449102.576,4.8,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449106.571,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449108.484,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449117.5694,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449127.3701,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449127.3756,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449129.3583,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449130.3726,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449134.5736,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449136.3806,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449136.509,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449139.3271,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449139.379,4.8,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449140.3417,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449142.3347,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449143.3535,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449144.5483,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449146.5271,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449147.3578,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449148.3236,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449149.3619,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449149.396,4.8,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449149.5502,5.0,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449150.3283,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449150.4482,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449150.469,4.5,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449150.5514,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449152.3497,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449154.3312,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449154.523,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449156.3865,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449157.3079,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449157.5371,5.0,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449158.3158,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449159.3465,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449159.5483,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449160.3182,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449161.3346,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449161.55,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449162.3229,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449163.3249,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449164.3244,5.0,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449164.4297,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449165.3099,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449165.356,4.5,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449166.2932,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449167.3159,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449168.3297,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449169.3647,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449170.3537,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449171.3291,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449172.3134,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449174.2845,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449175.3088,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449176.3037,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449178.3112,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449180.2624,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449181.3098,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449182.2875,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449183.3131,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449183.366,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449184.3301,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449185.314,4.6,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449185.3144,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449185.4399,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449186.324,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449188.4373,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449189.4115,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449190.331,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449192.3472,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449196.366,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449198.3358,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449200.2831,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449202.2624,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449203.3463,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449204.3192,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449205.2693,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449206.3053,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449209.3033,4.5,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449210.2458,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449211.2741,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449213.2454,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449214.285,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449214.4,4.5,,,Vis.,HTT,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449216.266,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449218.3089,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449220.2999,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449221.3184,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449222.2423,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449223.2537,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449224.3763,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449226.2726,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449230.2809,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449234.2745,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449236.2417,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449237.2544,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449238.264,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449239.2242,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449240.239,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449243.2529,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449244.2845,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449246.2892,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449247.2158,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449247.3651,5.0,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449248.2019,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449249.2387,5.0,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449250.2648,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449251.2263,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449252.2084,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449253.3006,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449254.363,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449255.2581,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449256.2833,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449257.2666,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449258.2404,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449260.2876,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449261.2096,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449262.2001,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449265.242,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449388.6148,4.7,,,Vis.,GBZ,C,,,,,,,V,,,,DEL SCT,,STD,,,,
2449402.5792,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449413.5697,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449413.5993,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449413.6228,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449416.5535,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449416.5725,4.7,,,Vis.,GBZ,C,,,,,,,V,,,,DEL SCT,,STD,,,,
2449416.6129,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449416.6333,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449420.5534,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449420.584,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449421.5494,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449422.5442,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449422.6104,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449424.5903,4.6,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449424.6409,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449425.561,4.9,,,Vis.,GBZ,C,,,,,,,V,,,,DEL SCT,,STD,,,,
2449427.5757,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449427.6218,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449456.4854,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449456.552,5.2,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449458.4951,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449458.544,5.2,,,Vis.,BXR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449493.5142,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449531.325,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449533.3167,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449535.2854,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449535.3495,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449536.3269,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449540.3359,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449542.2968,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449544.2802,5.0,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449550.4104,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449561.245,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449564.3082,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449565.2687,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449566.2985,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449567.3035,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449570.2917,4.9,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449571.311,4.7,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449580.2516,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449580.2856,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449594.25,4.8,,,Vis.,GBZ,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449962.6,4.8,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449967.6,4.9,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449973.6,4.6,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449979.6,4.9,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449987.6,4.8,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2449992.6,4.7,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450000.5,4.6,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450007.6,4.5,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450011.6,4.6,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450026.5,4.6,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450030.5,4.7,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450034.5,4.6,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450039.5,4.9,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450055.5,5.0,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450062.5,4.9,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450130.0,4.8,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
2450153.0,4.9,,,Vis.,SQR,,,,,,,,V,,,,DEL SCT,,STD,,,,
